State,Reproduction,Psi,Alpha,Xi,Capture,HalfSaturation ,I0,ag,bg,Mortality,TrueCases,Residual
Virginia,2.00000000000018,253.234189931054,0.01920373434445,0.008437892622391,0.14667807957969,0.002896601835201,61.1069783898608,0.500000000000025,41.9999999999979,0.006741021573,3.24974093132773,1416010.56949181
Michigan,3.44407402003777,256.864056999066,0.011301128306838,0.017524181145367,0.118306919805476,0.003876634567061,119.014679751346,1.38871913490258,15.1218482356932,0.017453186398572,3.51068105775634,1094230.14761451
District of Columbia,2.02210298761574,153.891841538737,0.002500000000037,0.019390982082846,0.249205476687641,0.000491322996672,21.8015940865025,1.96317528265654,10.6969561941423,0.019600263904259,3.5348643915231,7113.80191875797
New Hampshire,2.00000000000024,369.394580893618,0.044950654637834,0.006935989655901,0.069790629854523,0.000723315469278,15.7302318263926,6.96705958717753,3.01418406678325,0.007209302569802,4.04189594325534,6414.16324012007
Louisiana,4.64335020183536,212.745246925123,0.012943664815196,0.013875733357576,0.130294520481172,0.004444593587045,17.3128669551548,1.67690778299981,12.5230499929061,0.0140595025631,4.43254072949363,135910.600511706
Rhode Island,2.81436351344524,207.553487571165,0.052457398454985,0.010818110703782,0.180130440181856,0.000923986915019,1.00001221819046,1.0890198086163,19.2833957967049,0.011155169708672,5.56675808752855,4732.93519353642
Pennsylvania,2.17031023134558,140.993751398236,0.017493924537451,0.007969545421199,0.059281241227505,0.002000314169889,587.404701182445,5.55554819200508,3.78000501016638,0.008155060584842,6.37047929322604,757071.427188219
Delaware,2.00000000000022,102.847027702766,0.013647686878855,0.007386694458013,0.10855016513759,0.000567899408922,51.253282962224,0.774924759755579,27.0994051172448,0.00655458777699,7.01969870922395,8061.7856078677
New Jersey,3.15274729665853,130.217047071775,0.015507230801072,0.019421597145909,0.219446370747579,0.025532220916836,50.3928692705668,2.10882633192028,9.95814576199718,0.02047039660222,7.79397807535366,11816898.1662542
Connecticut,2.75104113503945,91.6117254736217,0.004978387912672,0.015248374460099,0.097034754814315,0.004961303430832,58.3101754398293,1.49477768007972,14.0489119417946,0.014724277417929,7.865832037357,259859.944089223
Illinois,2.00000000000026,108.331355094318,0.023675429367556,0.008777676872043,0.08712711148071,0.005710307934396,1.52855836581766,0.500000000000036,41.999999999997,0.006972222608019,7.93825634454652,2023325.08554598
Massachusetts,2.23549858567888,75.0000001413384,0.002500000005932,0.01318680433519,0.123615846647361,0.005017045331694,1.00000000003907,1.94408951425122,10.8019717436151,0.01298409854265,8.16467517549546,842387.783625
New York,4.02967213798766,82.1311346101525,0.002500000000044,0.022504222133659,0.171440670365981,0.006923256878221,6.20380137057086,0.540225919181767,38.8726257929402,0.018234147414129,8.99988839894547,94119236.4916614
