Date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
12/01/2019,975656,192884,1634101,608333,8830237,1447324,842355,218185,245877,4148903,2147807,345355,411503,3087207,1524524,737577,685264,1010864,989552,326722,1319597,1698393,2306105,1314649,590436,1439198,281596,444250,752856,292733,2146909,467624,5635966,2087497,188670,2674217,901040,1049628,3115171,233035,1004783,225385,1433869,5564321,770385,148526,1793873,1698309,455835,1310739,153641
12/02/2019,834134,171789,1429176,520863,7572447,1247190,791427,185269,233523,3651259,1858666,309619,364017,2687703,1339775,636875,591327,898447,859680,303793,1123785,1702668,1964354,1105841,505811,1247403,251504,372520,670413,317473,1940287,413704,5277302,1800860,162151,2371320,773390,924738,2829672,217266,870455,187408,1265915,4829137,646469,148885,1556849,1458192,405602,1107809,136138
12/03/2019,817250,169581,1395342,509396,7471642,1223071,751058,182709,234526,3602628,1813423,305639,350271,2627719,1304465,613087,580029,868642,843007,351740,1089455,1744956,1919004,1064260,494340,1220613,241762,363280,661818,293033,1738242,409864,4893337,1776280,156146,2306195,758134,905832,2618400,228336,854382,179711,1233427,4780470,632574,137107,1523880,1426615,399319,1083576,134151
12/04/2019,824195,171501,1417473,515541,7781005,1231495,688304,183519,235014,3604182,1824424,316549,352315,2626372,1306339,620451,580667,874132,850614,288363,1095548,1486418,1917022,1068316,501674,1220914,246443,363185,677379,246551,1717626,416187,4818806,1774526,154756,2310254,762360,917831,2624780,203289,857588,182435,1239573,4793223,639220,138204,1531285,1450079,395900,1082887,133867
12/05/2019,813811,169832,1397202,508361,7496904,1238888,685649,181598,237228,3594557,1824987,305246,348895,2625561,1304137,614959,573013,874015,840501,280478,1087159,1477786,1926720,1059931,494736,1214169,245650,363066,659199,245652,1720150,417690,4825867,1761739,155406,2293630,759215,904779,2609895,203234,851163,180081,1232166,4771963,633779,138264,1520514,1428322,395172,1075962,133080
12/06/2019,811916,166119,1390532,505276,7418952,1221846,687124,178057,229906,3546863,1809561,298998,346528,2612107,1306715,611213,570542,871076,827103,282957,1081564,1483759,1915302,1046980,488986,1203484,240421,354788,647654,252363,1704626,406310,4798981,1746422,152689,2291223,752474,905401,2599813,201918,850595,177129,1228496,4701597,631120,137303,1518827,1424881,396437,1067215,130859
12/07/2019,920450,186260,1561608,576030,8575933,1371738,761561,199678,243122,3943662,2023056,333686,389589,2887556,1440261,675561,636049,958881,938236,316871,1211916,1612980,2119297,1182701,553150,1352293,268411,399058,728382,275866,1906752,452590,5227305,1948495,168663,2531832,853704,1029201,2839060,220949,928899,193317,1373224,5248852,710867,147510,1678034,1635934,432662,1184399,145890
12/08/2019,1011901,184684,1640753,628547,8526657,1428194,821783,216333,246856,4235500,2220198,333613,405549,3083456,1566993,742031,690792,1037829,1008892,334393,1306475,1678112,2307160,1238918,602815,1455427,283751,442113,722596,300835,2081071,464750,5446498,2112072,183770,2752883,911220,1029551,3055372,231663,1022004,208284,1481369,5587726,762498,160245,1804118,1651754,462491,1275959,150295
12/09/2019,1027171,178402,1579554,642576,8238863,1396978,784752,203841,241414,4007814,2101596,315156,394225,3081341,1515201,760999,706040,1018705,1014739,324484,1209597,1627787,2205311,1302505,608488,1482032,274315,457850,714363,287076,1973226,449456,5196991,1970649,186577,2647689,933327,1002458,2925546,227238,972041,220301,1474578,5588990,711830,149499,1719434,1588401,450745,1297904,148094
12/10/2019,840635,168863,1389041,517746,7421713,1220221,692326,181933,230236,3569775,1830223,302174,348469,2637713,1310519,627861,578910,888599,856236,287966,1079262,1468820,1933682,1087642,508385,1224677,245772,368321,646447,246587,1703324,406326,4820827,1763391,157273,2313656,767062,912880,2603564,205746,857003,182687,1268073,4816592,631084,137361,1523783,1435736,401564,1092986,132397
12/11/2019,829130,167860,1378438,515909,7361197,1202837,736295,183903,229268,3569033,1819504,301547,349695,2622654,1316276,634393,571502,888489,844080,285816,1086526,1507916,1941492,1083975,498844,1216993,247954,365495,645620,250765,1740877,405826,4847510,1776042,157551,2322205,764365,909244,2621683,212288,860178,182112,1261766,4708824,621513,139616,1536498,1435521,406276,1093397,132220
12/12/2019,796445,166357,1343901,492828,7138350,1183325,675798,174793,224749,3486413,1761726,294881,346010,2539430,1281623,610647,560365,856296,807960,283390,1050464,1433115,1885407,1059191,474125,1182197,238275,358539,632076,245259,1669838,397925,4687361,1718205,156213,2256889,736894,884237,2565819,201550,829712,176187,1196831,4551129,609320,137278,1477391,1385415,391520,1080668,127127
12/13/2019,795896,162460,1322081,483973,7048675,1162230,673080,172749,224310,3434968,1787160,286110,336929,2491501,1255218,595163,545717,839139,803129,279140,1049336,1421263,1850387,1026898,474698,1156192,233415,350014,621495,241189,1677524,389098,4682922,1753387,150307,2219111,724564,866819,2519506,196154,854895,169731,1192632,4463431,597166,132454,1502533,1363191,393870,1041252,127100
12/14/2019,899038,176437,1496846,555939,7926461,1353778,764693,197573,239433,3860485,1993228,306945,379972,2793846,1413213,667222,616302,951320,891021,319676,1193667,1594162,2092626,1170400,530880,1315972,264657,395358,680727,279990,1901641,440015,5185205,1940373,169695,2501835,814703,984968,2819375,220871,928639,193538,1346456,4989284,690347,150676,1666110,1549239,439996,1172095,142872
12/15/2019,958349,188509,1596611,590585,8443411,1463307,779647,206300,247864,4056499,2108232,322160,407093,2983907,1499054,720477,718264,993514,960580,320979,1237430,1621508,2181168,1220077,564068,1484019,277090,434918,730311,287543,1974810,462287,5314932,2009505,177286,2627038,879440,1036087,2928045,225439,973689,205346,1407422,5353205,753866,154217,1723003,1661543,455306,1229957,153555
12/16/2019,813984,170741,1385682,511024,7355008,1269119,689352,181151,234953,3551024,1811754,301272,351826,2679954,1358746,614607,655652,889096,834291,284393,1147133,1459353,1904810,1042704,492444,1495020,243460,365325,646772,245444,1731360,412049,4778219,1747162,153226,2336261,762051,912699,2643906,204582,852259,181142,1238220,4668674,627756,134561,1552164,1435456,417292,1069704,137261
12/17/2019,955044,176063,1512297,603404,8014100,1353275,860087,186607,233893,3750653,1967663,310382,377630,2886269,1429067,700972,678424,956177,961059,306061,1126373,1655077,1999950,1178228,581338,1470633,268564,424397,701787,290339,1873355,438093,5110446,1842416,178825,2465879,880706,970781,2779138,229065,907487,203516,1368318,5316472,684671,146515,1609232,1544087,429467,1183581,144919
12/18/2019,801001,171482,1392273,499892,7775291,1228349,687983,173646,224164,3508609,1781877,325403,354245,2549453,1282592,599668,565435,869769,816767,282937,1052121,1437228,1901875,1043373,484380,1191338,246172,357472,674827,243345,1683956,411561,4732818,1714878,152573,2275621,743520,947498,2583422,198990,833677,178579,1212731,4624544,639861,133625,1483853,1493279,400429,1052735,134856
12/19/2019,1025216,167197,1528467,642061,7952175,1355268,763486,197917,234126,4016401,2128970,307762,382374,3014482,1499743,742819,696462,1011563,1018228,320286,1192014,1595234,2186597,1241479,610784,1458092,265463,443139,701728,283004,1955478,437045,5126179,1953958,178875,2621585,926380,982964,2906457,217449,971811,208568,1470706,5536920,683700,147876,1709859,1554094,453725,1248594,147004
12/20/2019,754576,162319,1327021,465308,7074988,1167049,665219,171788,221890,3389619,1722752,290750,327783,2408209,1225807,552297,518937,816751,774155,265333,1036775,1405834,1803887,968293,456412,1086747,228134,322526,628766,233773,1635538,391979,4634174,1665195,137653,2177194,693335,875740,2459497,191931,811552,164512,1153369,4411192,591209,129749,1443784,1386592,381164,976140,123243
12/21/2019,867876,176848,1492631,530224,7915763,1298628,733361,191054,234562,3808424,1928334,314279,372133,2685368,1362604,626380,590539,917879,892084,301656,1174413,1539094,2025486,1104426,519368,1252440,257257,368903,690980,263933,1843523,433858,5088261,1867760,158396,2418696,793940,993024,2746702,213522,904045,182942,1287373,4961835,667717,142184,1617878,1572316,423013,1107827,140777
12/22/2019,909954,173942,1515223,545203,8001804,1313481,739412,198470,238864,3991299,2072416,305329,370877,2750884,1392560,652586,616528,923991,911042,295820,1209277,1544668,2042712,1133024,537975,1276360,254780,384645,684936,265888,1898330,437710,5151747,1924461,165436,2465827,811960,972731,2784538,212009,953499,189106,1325498,5083651,707195,139825,1643241,1557467,426516,1123013,144074
12/23/2019,815252,157779,1402660,501033,7544863,1223414,706645,188019,228678,3751465,1904306,278180,334797,2602378,1313497,603973,571279,873969,831181,281672,1115967,1494190,1947429,1072243,491174,1198184,236899,357205,653119,256842,1769926,410863,4899583,1823921,153712,2337845,748744,897644,2618141,203796,918184,175465,1247215,4749249,617601,129337,1551331,1421511,402479,1066736,132381
12/24/2019,860205,166441,1458518,534892,7670432,1284241,725720,191988,230963,3872776,1969809,286213,347321,2757120,1389275,635504,609576,925293,880131,289896,1170909,1514095,2066406,1126240,515755,1258902,241660,387587,675652,260144,1843790,422924,4976961,1892961,163952,2455823,796056,917120,2711570,205976,923093,188648,1319858,5073083,642370,136490,1633733,1469023,423372,1113667,138371
12/25/2019,993977,190446,1652207,605169,8645079,1474506,845776,224193,248477,4436499,2300809,331215,401020,3071930,1551424,714178,685157,1025828,980058,343293,1342641,1747979,2295646,1227423,580546,1423660,278340,436354,744873,311651,2158494,478144,5583006,2206033,178417,2775553,898295,1036486,3101449,240712,1053959,206434,1494951,5728331,746574,159728,1884638,1638921,468328,1232941,158849
12/26/2019,909580,172595,1518376,554858,8412547,1344314,783352,206444,242848,4057367,2100376,304617,377306,2858699,1430487,654058,626321,956024,919093,305992,1243917,1627593,2128954,1147175,542625,1321900,261966,392441,720837,277500,1964623,447345,5249355,2007799,169639,2571264,829555,987466,2874523,227137,972614,193203,1376332,5296557,700211,138919,1706663,1574888,425555,1149044,144552
12/27/2019,864984,171773,1497031,528726,7974370,1278800,734696,196274,238075,3906515,1999374,290944,361680,2744491,1389698,622153,588628,920636,880401,305967,1174588,1551719,2047599,1089494,512889,1258640,252353,361874,691583,268472,1861285,431196,5085844,1908721,156715,2450430,794006,949451,2745417,212085,921674,172139,1311090,5051264,666945,139580,1645226,1513389,418510,1094861,137439
12/28/2019,940740,179451,1583691,576930,8339537,1463575,777949,208388,242872,4155583,2120866,306039,386911,2922797,1485631,688143,641762,984883,954362,320822,1250992,1635458,2187085,1271437,562598,1359112,265075,418011,720587,285009,1981789,464141,5372956,2033272,175708,2624564,872464,1008633,2916583,225115,990058,210144,1403923,5386635,707961,144087,1736170,1612238,447116,1201404,150537
12/29/2019,1115214,202459,1764702,686077,9242312,1560646,905532,246088,274598,4863313,2519947,351429,434347,3401734,1729515,793283,736323,1146596,1123679,367456,1481491,1863802,2530078,1373113,666267,1589869,298333,481119,786486,330279,2344420,524934,5988302,2475074,218397,3059285,1005881,1105515,3373170,258612,1173544,242410,1653729,6292289,832740,168229,2053847,1783708,521107,1366224,169886
12/30/2019,919869,157978,1297794,568341,6877615,1158307,795611,201304,244582,3948144,2140390,259281,319935,2706231,1405671,657987,612212,955212,914613,341942,1240823,1705712,2082642,1147571,570842,1302560,231500,401500,591745,312436,1974316,391492,5301535,2102208,170413,2419847,787485,828433,2795350,226889,983825,201749,1365136,4929765,584201,161339,1708730,1349211,439435,1125637,130469
12/31/2019,760957,149631,1114367,475194,6371181,1000257,654013,166600,227728,3094108,1781398,250832,289679,2331192,1165834,542476,508202,795837,767966,297858,1058402,1379429,1760721,884674,480682,1082600,205567,319562,560547,231011,1676290,341972,4619106,1738900,129299,1993863,634213,759355,2347609,184188,804860,157181,1154790,4170005,524279,129333,1446945,1240676,381234,943359,114886
01/01/2020,1056511,205065,1779468,663585,9219703,1534420,919958,248781,234529,4710920,2462406,329060,439420,3384504,1672648,804176,739817,1091653,1049196,352823,1479311,1889214,2581216,1404817,603252,1572946,298689,486964,745096,344486,2418371,513665,6022970,2377973,190634,3042597,954575,1128032,3419722,264882,1128855,213960,1568027,6335916,829707,168942,2039196,1913955,496313,1445531,161420
01/02/2020,878281,167607,1431289,558555,7403357,1216952,720971,198319,210060,3746345,2076645,270447,356113,2731233,1360989,644435,612187,898456,889992,286964,1191492,1505463,2034563,1089375,523781,1297242,247175,395182,618819,261716,1899322,427736,4927388,1970271,155309,2365576,769371,922529,2700309,209402,935364,179900,1340624,5180879,642731,134180,1673814,1556221,413356,1128569,134489
01/03/2020,832560,166565,1402233,538985,7322168,1196391,714862,198504,207035,3667964,2008359,262596,350106,2679727,1327222,629671,598146,881329,854939,282859,1186148,1486260,1995281,1077237,495893,1257495,242345,384199,610072,258808,1892684,408388,4916784,1932265,149840,2330286,751552,905187,2657462,204190,912247,178553,1288414,4987599,627545,134178,1668527,1538099,408024,1095647,130648
01/04/2020,909968,187107,1550874,593519,8077306,1332307,799811,218392,221863,4180921,2167823,290083,387823,2970913,1495401,708015,657596,983943,926232,319661,1327508,1666925,2243118,1210721,538045,1402037,267830,421049,660162,297916,2119113,452966,5494730,2149993,168372,2617138,842195,1002330,2975341,232840,1012403,193480,1412015,5467165,690697,152189,1846825,1706554,455571,1243017,144272
01/05/2020,985398,199517,1716916,632427,8797440,1456547,872330,237651,233746,4491798,2328887,310614,434202,3211235,1610682,773391,721052,1052814,1013042,343781,1436729,1797485,2474987,1383879,579746,1515640,288981,463156,722359,322333,2310418,491832,5845796,2291179,189166,2863569,919231,1087051,3256139,250232,1085051,215094,1502315,5940638,848148,159605,1973096,1875583,485570,1390061,154984
01/06/2020,837406,171691,1466958,554479,7793015,1272457,744852,202268,211134,3796354,2011264,278419,366292,2781756,1356517,653405,631958,896583,873379,297206,1221866,1550822,2046720,1115881,508591,1322251,252262,402754,644713,269510,1947005,426509,5029212,1942023,154690,2373171,779513,950727,2759310,217619,920136,184310,1310392,5206166,661086,140469,1682588,1609187,419189,1155577,136061
01/07/2020,813917,171495,1397013,536350,7282972,1190901,717767,199551,211255,3666634,1942104,268449,349164,2662744,1314994,636695,591909,887429,836292,292383,1195757,1511464,1984818,1092162,492507,1241395,244631,382648,603594,264634,1885577,410028,4910067,1898624,155867,2303249,748015,895294,2730533,209597,897564,180630,1254052,4952258,623302,136471,1704667,1508741,431491,1109589,131812
01/08/2020,808060,169350,1377626,529829,7173409,1172904,713921,196511,204051,3607029,1911602,264041,344730,2620839,1294445,632707,582432,863908,826740,292811,1170027,1494085,1974586,1090636,490004,1214806,241547,378559,592107,265889,1864471,408880,4857478,1852145,156944,2285678,738646,887679,2694013,209429,881581,180271,1229405,4863070,619437,138356,1635829,1481308,404017,1112507,130204
01/09/2020,811616,166739,1389811,528605,7254460,1183977,707774,194214,200765,3629346,1910930,267659,344322,2606151,1295361,626999,576344,864085,833273,286911,1139244,1484577,1951340,1077083,489194,1217224,246811,381956,598097,266100,1848796,410206,4820914,1855397,154864,2285190,737355,889744,2646400,206938,888020,180091,1245733,4856251,621639,137319,1586662,1497405,399746,1105640,131808
01/10/2020,792969,162629,1347441,520840,7037987,1161066,694180,190434,199664,3501934,1871109,261538,343983,2541954,1265680,624876,569850,839377,809847,282774,1110292,1462203,1876080,1044376,478705,1205508,240200,382395,581451,257838,1807374,403777,4742275,1804308,151296,2233031,716618,884681,2559309,203170,861845,178780,1209994,4752773,608950,132356,1549256,1497031,386001,1047718,128324
01/11/2020,1012960,182912,1496994,623021,7915936,1297977,756562,208011,210916,4007190,2158894,293174,393670,3101210,1459705,761110,768606,985562,964229,303501,1237633,1590636,2455671,1236363,570882,1626886,267983,422250,652196,283901,1990892,441687,5220102,2060534,176739,2529662,927628,983674,2841984,222794,987287,198010,1426494,5373309,678067,144198,1725463,1674095,426522,1373411,141383
01/12/2020,961608,195213,1673093,637126,8602511,1426992,831290,229646,226774,4408843,2269664,323242,436545,3253645,1579940,781742,743226,1027463,986104,366359,1355924,1732998,2551262,1328490,570293,1597328,290153,466031,710522,315985,2200763,483479,5657102,2225285,187914,2771286,912825,1072553,3127413,248761,1069718,210298,1461143,5798754,831157,160524,1874332,1841594,460099,1380670,151681
01/13/2020,829211,168349,1425183,537787,7379184,1219286,734279,200244,206717,3692251,1980876,270939,366331,2697600,1330462,661339,609302,883960,851523,298022,1174457,1542463,2012070,1132002,499405,1267803,258641,399728,619030,270004,1909149,408147,4948768,1933999,160508,2342528,760580,922816,2732285,215054,922411,188341,1276438,4952233,637780,140524,1638327,1679799,406935,1146105,134621
01/14/2020,828941,168405,1389774,532233,7173796,1177183,709777,196292,208408,3607277,1939693,264840,361643,2628228,1312943,639971,585878,870601,836806,288806,1153042,1496637,1958394,1090787,498094,1229229,253805,385699,606959,262592,1858204,408327,4841698,1891289,159368,2290461,747492,917944,2671593,208174,894405,184440,1261378,4846911,624354,138345,1612702,1719043,402168,1112404,135322
01/15/2020,814513,166580,1384568,531563,7112131,1170208,708218,194786,202087,3602867,1916610,265879,353342,2623783,1310501,660256,582530,871122,827235,290514,1138569,1484819,1953067,1096222,490666,1219685,252934,386325,605746,263955,1837975,409289,4797229,1865961,163906,2294171,744269,909273,2653700,208105,890135,187866,1245647,4795850,620187,138072,1589688,1670017,399111,1103185,131821
01/16/2020,799553,163166,1378618,528766,7230695,1173828,705452,192967,200237,3563628,1893598,262233,346464,2592063,1291686,621409,562115,857605,816124,329086,1126398,1480474,1945695,1076625,485839,1203680,244936,375964,596608,273006,1830602,420519,4794453,1836552,160574,2266856,741196,901740,2631151,206948,876759,180548,1227009,4803415,609054,140476,1566530,1515755,395268,1091757,129399
01/17/2020,781337,161367,1340058,523691,6999903,1154543,688408,188870,198037,3505900,1845010,255363,341561,2628849,1265495,742804,673922,843787,796823,285588,1113143,1465682,1881306,1179781,469340,1480868,241034,452178,591010,260519,1806678,406167,4743251,1803788,169617,2236292,739795,881385,2579721,203663,860782,207423,1204132,4669295,619318,134902,1552117,1482601,389097,1088139,129452
01/18/2020,911392,181288,1501055,577216,7822135,1280419,827515,221180,226910,3971318,2119684,280841,376753,3055875,1502959,825437,642611,974499,899084,313378,1390159,1676521,2538209,1437938,532255,1373818,264633,439553,648975,300409,2205158,434570,5666014,2067284,206791,2709374,818945,975502,3304052,235167,981140,232887,1385638,5219286,669753,150291,1844670,1652483,457124,1348072,141722
01/19/2020,975860,195106,1670752,632610,8663659,1424640,873454,232008,227510,4417430,2278667,308143,422262,3270921,1649348,816798,725270,1054010,984295,359175,1376761,1817722,2502195,1375692,571584,1525372,287012,468289,713315,328784,2237677,484047,5807780,2229468,192905,2897551,908181,1042031,3232029,255292,1062002,217935,1486206,5757445,813206,162961,1890065,1797196,471611,1358379,154624
01/20/2020,917864,182039,1535501,581406,8113703,1279794,787037,216310,229134,4026527,2147483,297934,371095,2896961,1422851,691086,646758,974719,913569,310527,1302546,1669375,2142193,1176469,539052,1401151,261143,418510,657864,290310,2045061,449547,5438385,2081011,167988,2555956,821501,964647,2899790,229850,984441,191850,1402797,5278040,673737,145079,1795684,1645184,438726,1174270,138806
01/21/2020,840377,168502,1435640,543308,7393626,1192366,724376,200611,209313,3734033,1966034,267220,351518,2663620,1317293,643335,583403,893488,847373,295470,1162567,1533377,1982800,1096800,503671,1264960,247616,386816,615928,270914,1877663,415239,4924464,1936773,156727,2333144,758892,899507,2716133,212508,917130,182988,1284184,4922777,634908,140076,1634003,1519454,409371,1115041,131481
01/22/2020,807735,159711,1352937,544871,7227607,1142692,693835,188655,202257,3622905,1898568,255003,335673,2557808,1266750,652932,603162,853688,820028,285104,1110295,1458210,1896049,1054482,488475,1243578,240113,410926,603936,254156,1798842,394587,4751706,1853446,152502,2227468,766892,875227,2592484,204283,874714,178198,1225379,4894002,603540,132591,1557838,1450486,392298,1080939,127973
01/23/2020,830008,169112,1386647,547502,7240707,1178854,710936,196572,205273,3675027,1940098,269013,349244,2679926,1310006,647446,581500,873121,853128,293776,1144585,1498788,1964700,1081925,500180,1318014,246932,392021,611279,265770,1850412,406172,4849208,1894941,156631,2296381,746625,896073,2660926,209618,900267,182354,1264672,4828224,625247,135835,1602224,1510341,403581,1118838,130846
01/24/2020,794678,164636,1339123,522850,7013215,1150532,694970,193190,200280,3553069,1912500,260175,342305,2589539,1279398,637292,601614,856509,797304,285257,1123685,1469196,1944087,1044972,476781,1309313,241911,376077,589570,259645,1818876,392468,4761517,1864086,151287,2265858,719687,873873,2590414,204155,883220,173148,1223872,4671379,612521,134160,1578478,1470141,396004,1076172,127437
01/25/2020,901028,181801,1497384,577615,7817864,1269090,785734,218174,215159,3963322,2092301,282283,379867,2897506,1450462,678412,635258,974185,897431,312783,1265517,1628957,2160907,1169991,527966,1346327,262032,410033,643171,291298,2108933,435468,5450183,2049145,168301,2526522,811763,968278,2950716,226707,964235,189940,1358796,5188634,671049,146435,1748060,1635124,437312,1219976,139974
01/26/2020,969577,193589,1632558,619470,8532307,1370109,821549,225189,224250,4334426,2221525,304047,418046,3085683,1544822,739757,685503,1017455,1010028,330787,1330565,1713331,2329995,1261192,578070,1448775,278945,439804,702141,307022,2146840,469836,5575627,2175018,182659,2735377,878341,1025615,3078627,239690,1030175,198474,1450125,5636095,802742,154906,1839355,1747589,460361,1293992,149970
01/27/2020,829633,170861,1420976,535404,7373909,1216863,714993,196226,207673,3722039,1934937,272916,354407,2660361,1325548,643214,587692,883424,843993,291815,1158936,1513111,1968104,1088652,499961,1242366,251559,386723,620040,265788,1857822,414333,4882476,1898103,158507,2325205,748862,917409,2687717,212038,896040,183101,1264017,4903117,635326,139825,1619247,1537374,403374,1111865,133231
01/28/2020,823749,168039,1391928,536681,7262641,1182856,707677,195477,207601,3643209,1907173,270197,351578,2632411,1300377,632836,590900,872208,838886,290095,1145201,1499476,1939947,1074509,495161,1236327,248043,381653,613963,264901,1844529,408186,4839222,1864260,155454,2286468,775853,904254,2657388,210945,885381,180959,1245705,4880960,631188,138110,1597897,1500305,401516,1099366,134572
01/29/2020,838564,170805,1399306,545638,7214212,1194736,711616,195903,205603,3686014,1949792,270912,353805,2643078,1317660,646164,605016,890186,847628,290114,1148555,1503994,1943897,1082132,506142,1289086,249341,389747,610359,264931,1866218,411795,4837169,1893777,157923,2312035,765887,905506,2680331,209018,900977,183165,1263109,4882264,634101,140025,1611628,1517113,411127,1108201,135012
01/30/2020,804176,163045,1362456,532002,7229034,1162610,697998,192510,200475,3646479,1896497,264747,340800,2587689,1288357,623703,579342,871822,824513,282334,1133113,1466048,1919222,1060067,487258,1218599,239815,375256,603812,257284,1825400,402382,4729839,1863487,154141,2269316,740717,866760,2617970,204465,885485,175745,1235457,4775003,610416,135812,1585033,1468005,396294,1082755,131272
01/31/2020,770605,157361,1316564,503780,7025352,1112487,683695,186597,192557,3526556,1863539,256738,325999,2500358,1236775,593841,550441,833050,787064,272468,1107659,1424256,1854904,1018315,457085,1157645,229685,359634,583400,254062,1785620,380537,4633273,1815486,143929,2188845,696463,833490,2522508,200606,867246,166688,1180815,4519505,586798,129858,1531863,1419786,377451,1030977,124898
02/01/2020,874740,171967,1448591,556319,7715285,1214343,755223,204788,205928,4000592,2042695,281546,358482,2761534,1379370,651452,602919,933863,861918,296574,1231343,1574066,2105769,1128144,506762,1285830,249039,389844,628670,278155,1988493,417740,5154085,2000599,156725,2431886,772347,927963,2798750,219257,944710,178505,1314905,4995674,629739,142371,1702299,1579183,415845,1151633,133570
02/02/2020,926479,186941,1619786,588171,8674130,1323656,820386,221739,218372,4363888,2222552,312311,398772,2994730,1504283,715536,656839,994753,938226,322769,1338798,1726883,2283854,1242434,546581,1392613,271047,419850,700404,305758,2180893,458450,5553923,2165409,176584,2670587,841471,1000947,3081894,243356,1033437,192645,1391829,5512151,751574,152322,1848574,1710273,443333,1266162,141025
02/03/2020,790457,164204,1399416,505561,7516164,1233703,704675,190231,198255,3636633,1891077,272792,348712,2593959,1284940,612683,567242,857778,800301,281648,1122488,1476287,1922973,1051271,471939,1211855,239894,374377,623090,262810,1824842,400595,4751413,1832185,149710,2253912,709655,873616,2590926,209250,874620,175856,1211543,4706444,704828,133957,1577400,1481389,384936,1075058,145236
02/04/2020,784934,163651,1375979,507722,7404908,1287533,689661,186328,196914,3543701,1862139,268208,335181,2555844,1264338,606290,565035,859793,788637,275701,1107776,1459810,1903900,1025552,470855,1182352,233253,364077,610276,257245,1798011,409870,4694824,1800697,148380,2228593,698171,857239,2559701,202259,861585,170886,1207955,4578405,603068,133308,1541443,1468479,385559,1062303,131521
02/05/2020,803015,162052,1385204,519438,7389989,1164334,695054,188012,198411,3584212,1891740,267823,346342,2608236,1280482,609841,595760,867241,802408,279332,1117303,1475141,1922461,1033476,472282,1380188,235635,364605,610171,258955,1817639,412443,4736675,1821059,148029,2250897,978689,878697,2570540,205362,869452,169899,1215874,4947890,612877,132389,1559702,1485373,386610,1069205,126037
02/06/2020,799640,159899,1355359,507717,7369817,1133592,693955,185317,196877,3538458,1891006,270441,337140,2599053,1287556,596326,553386,846686,799831,308478,1107942,1491888,1934197,1014587,467070,1226768,233521,354678,604150,284010,1788791,391234,4727293,1853175,148353,2244588,756504,855620,2525450,204550,878161,167449,1203424,4681238,619129,141947,1555605,1461750,378226,1048283,126238
02/07/2020,744037,160680,1328659,489298,7321580,1324805,671108,181937,194674,3415145,1742028,269040,326894,2455929,1191877,580555,530930,867870,762814,324738,1077908,1440085,1825778,999057,442359,1132853,229263,346943,596721,266551,1750345,380016,4820712,1736657,143063,2238652,674685,852656,2552272,196034,814343,164374,1190142,4427519,587904,154327,1483348,1438227,401621,1006111,123758
02/08/2020,860155,176985,1477001,552455,8112895,1257143,766463,206700,211654,3995490,2234712,287478,365001,2752119,1414095,642859,601309,976638,852944,305976,1235284,1633397,2162254,1130953,499206,1280225,255849,384184,652533,292037,2038488,420062,5278217,2043577,160263,2549886,772107,948793,2853593,227058,976558,177006,1343037,4986774,649884,147778,1731995,1601313,432900,1140772,134905
02/09/2020,1015941,205560,1802086,647454,10034953,1611225,901926,232549,243715,4827742,2381487,345538,436905,3468704,1706789,813045,744169,1107880,1037013,341016,1400470,1878463,2590322,1497024,592016,1576610,296188,472627,795242,306114,2356599,498053,6138099,2340221,191055,3001528,949926,1100444,3325947,263771,1098462,225379,1513631,6171048,842558,151222,1967059,1843222,455528,1576455,157456
02/10/2020,799704,162009,1381732,501568,7710489,1148435,704613,183187,202596,3744866,1877803,282069,331057,2585287,1273332,603111,564807,868260,809604,276416,1121081,1496100,1948643,1045106,468715,1200787,234602,358833,620367,244674,1845902,379043,4842826,1805536,148242,2292796,706263,863740,2619551,211283,849616,166030,1218241,4671585,594525,124430,1565959,1455245,369321,1074079,121066
02/11/2020,743280,155069,1303602,466512,7158960,1091005,654981,165532,191272,3451254,1734660,264183,310959,2389649,1160520,558457,529537,798581,763780,251556,1045012,1392471,1772614,963990,442534,1111886,216110,330788,591010,228724,1721728,403577,4523363,1697971,134518,2097130,670564,818148,2422457,196482,794245,157496,1124659,4483356,562005,113375,1467172,1368099,341340,985093,112657
02/12/2020,753948,158809,1314798,492249,7399745,1104253,655151,161707,195974,3451586,1690017,275053,316028,2525696,1188632,588125,569638,810919,794725,249900,1037539,1396733,1776774,1034449,457157,1198900,226949,350152,610251,228779,1702027,374450,4594316,1669674,161745,2118505,713711,841809,2431295,193128,777586,175252,1132235,4676904,582114,114812,1432128,1385299,342289,1041102,118620
02/13/2020,730185,151561,1291753,463414,7405622,1091697,638896,156555,188529,3334650,1638685,267895,314963,2561969,1205835,607466,580463,770111,777833,258965,1016062,1364784,1805557,1033839,435376,1212806,210416,351456,612265,230371,1658506,362978,4457852,1618083,136752,2137520,686088,836901,2354574,191358,752188,162675,1103352,4506092,574370,111856,1410623,1385172,336095,1041132,113736
