0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436545317762551,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153843618090905,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377688597841518,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94830709578627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72099310040788,0,0,0
0,0,0,0,6.84518641769216e-09,0,0,0,0,0,0,0,0,0,7.78944694534594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19203494135165,0,0,0
0,0,0.0369574477408279,0,0.105839674498311,0,0,0,0,0,0,0,0,0,9.45506754401578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80157797135903,0,0,0
0,0,0.146768766225617,0,0.322057296442829,0,0,0,0,0,0,0,0,0,11.9398087848162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56341282961598,0,0,0
0,0,0.367578923314299,0,0.655637093820754,0,0,0,0,0,0,0,0,0,15.2491616761663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49456726043236,0,0,0
0,0,0.702466173516381,0,1.11620827884662,0,0,0,0,0,0,0,0,0,19.396659265534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60355787136734,0,0,0
0,0,1.15643839077724,0,1.71618657863009,0,0,0,0,0,0,0,0,0,24.4077323948473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91175300823319,0,0,0
